"prix";"surface";"nb_pieces";"nb_chambres";"description";"transaction";"type_bien";"source";"ville";"code_postal"
"1370000";"111.0";"5";"3";"Rare dans ce quartier, découvrez cette charmante maison de 111 m² (carrez).  Située dans les hauteurs de Paris, à seulement 100 mètres de la station de métro Pyrénées et d'une m rue commerçante où...";"ventes";"maisons";"Pap";"Paris";"75019"
"1372900";"151.0";"";"5";"Malakoff (92240).Votre projet de vie personnalisée à MALAKOFF ! Découvrez ce terrain à bâtir d'une surface de 450m²...";"ventes";"maisons";"Pap";"Malakoff";"92240"
"772900";"152.0";"";"5";"Ivry-sur-Seine (94200).Découvrez ce terrain situé à IVRY SUR SEINE, dans un cadre calme et verdoyant proposant une surface...";"ventes";"maisons";"Pap";"Ivry-sur-Seine";"94200"
"740000";"131.0";"";"3";"Cachan (94230).Le modèle Hermès de 131 m² est une maison contemporaine à étage pensée pour allier confort,...";"ventes";"maisons";"Pap";"Cachan";"94230"
"503126";"132.0";"";"5";"Villejuif (94800).A VILLEJUIF sur un terrain de 243 m², MAISONS SESAME vous propose de réaliser cette maison neuve...";"ventes";"maisons";"Pap";"Villejuif";"94800"
"476819";"102.0";"";"4";"Villejuif (94800).A VILLEJUIF sur un terrain de 243 m², MAISONS SESAME vous propose de réaliser cette maison neuve...";"ventes";"maisons";"Pap";"Villejuif";"94800"
"333900";"90.0";"";"4";"Villejuif (94800).Devenez propriétaire d'une maison  de 90,28m² disposant de 4 chambres à VILLEJUIF sur un terrain de...";"ventes";"maisons";"Pap";"Villejuif";"94800"
"539126";"132.0";"";"5";"Villejuif (94800).A VILLEJUIF sur un terrain de 274 m², MAISONS SESAME vous propose de réaliser cette maison neuve...";"ventes";"maisons";"Pap";"Villejuif";"94800"
"386175";"88.0";"";"4";"Villejuif (94800).Un projet de construction de maison A VILLEJUIF à 400000€ c'est possible. Sur un terrain de...";"ventes";"maisons";"Pap";"Villejuif";"94800"
"309900";"48.0";"";"1";"Villejuif (94800).Découvrez ce terrain situé à VILLEJUIF, dans un cadre calme et verdoyant proposant une surface de...";"ventes";"maisons";"Pap";"Villejuif";"94800"
"463900";"90.0";"";"4";"Villejuif (94800).ECLAT est une maison à étage d'une surface totale de 90 m2. Elle est construite sur vide sanitaire...";"ventes";"maisons";"Pap";"Villejuif";"94800"
"334900";"76.0";"";"3";"Villejuif (94800).Votre projet de vie personnalisée à VILLEJUIF ! Découvrez ce terrain à bâtir d'une surface de 250m²...";"ventes";"maisons";"Pap";"Villejuif";"94800"
"949000";"120.0";"";"3";"Courbevoie (92400).Projet de construction sur mesure livré clé desservi par une allée privative...";"ventes";"maisons";"Pap";"Courbevoie";"92400"
"551400";"104.0";"";"3";"Fontenay-aux-Roses (92260).Sur un terrain de 255m² à FONTENAY AUX ROSES, découvrez VOTRE FUTURE MAISON  de 104,05m² proposant...";"ventes";"maisons";"Pap";"Fontenay-aux-Roses";"92260"
"332900";"78.0";"";"3";"Vitry-sur-Seine (94400).Vitry-sur-Seine, ville dynamique de plus de 90 000 habitants, offre un cadre de vie agréable avec...";"ventes";"maisons";"Pap";"Vitry-sur-Seine";"94400"
"360900";"96.0";"";"3";"Vitry-sur-Seine (94400).Cette maison moderne de 96 m² sur 2 niveaux avec garage intégré est construite sur vide sanitaire.";"ventes";"maisons";"Pap";"Vitry-sur-Seine";"94400"
"347900";"78.0";"";"3";"Vitry-sur-Seine (94400).Cette maison de caractère de 78 m² est construite sur vide sanitaire. Elle comprend 3 chambres, un...";"ventes";"maisons";"Pap";"Vitry-sur-Seine";"94400"
"349900";"95.0";"";"4";"Vitry-sur-Seine (94400).Vitry-sur-Seine, ville dynamique de plus de 90 000 habitants, offre un cadre de vie agréable avec...";"ventes";"maisons";"Pap";"Vitry-sur-Seine";"94400"
"499400";"102.0";"";"4";"Vitry-sur-Seine (94400).A VITRY-SUR-SEINE sur un terrain de 315 m², MAISONS SESAME vous propose de réaliser cette maison...";"ventes";"maisons";"Pap";"Vitry-sur-Seine";"94400"
"348900";"90.0";"";"4";"Vitry-sur-Seine (94400).ECLAT est une maison à étage d'une surface totale de 90 m2. Elle est construite sur vide sanitaire...";"ventes";"maisons";"Pap";"Vitry-sur-Seine";"94400"
"545000";"131.0";"";"3";"Vitry-sur-Seine (94400).Le modèle Hermès de 131 m² est une maison contemporaine à étage pensée pour allier confort,...";"ventes";"maisons";"Pap";"Vitry-sur-Seine";"94400"
"599999";"158.0";"";"5";"L'Haÿ-les-Roses (94240).A L'HAY-LES-ROSES sur un terrain de 328 m², MAISONS SESAME vous propose de réaliser cette...";"ventes";"maisons";"Pap";"Haÿ-les-Roses";"94240"
"579999";"110.0";"";"4";"L'Haÿ-les-Roses (94240).A L'HAY-LES-ROSES sur un terrain de 328 m², MAISONS SESAME vous propose de réaliser cette...";"ventes";"maisons";"Pap";"Haÿ-les-Roses";"94240"
"453900";"90.0";"";"4";"L'Haÿ-les-Roses (94240).ECLAT est une maison à étage d'une surface totale de 90 m2. Elle est construite sur vide sanitaire...";"ventes";"maisons";"Pap";"Haÿ-les-Roses";"94240"
"683900";"124.0";"";"4";"L'Haÿ-les-Roses (94240).Maisons Pierre vous propose sur un terrain de 450m² à L'HAY LES ROSES, un projet de construction...";"ventes";"maisons";"Pap";"Haÿ-les-Roses";"94240"
"615000";"91.0";"";"3";"L'Haÿ-les-Roses (94240).Cette maison à combles aménagés d'une surface habitable de 91 m² est construite sur vide sanitaire.";"ventes";"maisons";"Pap";"Haÿ-les-Roses";"94240"
"401816";"87.0";"";"4";"L'Haÿ-les-Roses (94240).A L'HAY-LES-ROSES sur un terrain de 520 m², MAISONS SESAME vous propose de réaliser cette...";"ventes";"maisons";"Pap";"Haÿ-les-Roses";"94240"
"587999";"132.0";"";"5";"L'Haÿ-les-Roses (94240).A L'HAY-LES-ROSES sur un terrain de 328 m², MAISONS SESAME vous propose de réaliser cette...";"ventes";"maisons";"Pap";"Haÿ-les-Roses";"94240"
"629999";"124.0";"";"4";"L'Haÿ-les-Roses (94240).A L'HAY-LES-ROSES sur un terrain de 328 m², MAISONS SESAME vous propose de réaliser cette...";"ventes";"maisons";"Pap";"Haÿ-les-Roses";"94240"
"556999";"102.0";"";"4";"L'Haÿ-les-Roses (94240).A L'HAY-LES-ROSES sur un terrain de 328 m², MAISONS SESAME vous propose de réaliser cette...";"ventes";"maisons";"Pap";"Haÿ-les-Roses";"94240"
"436072";"132.0";"";"5";"L'Haÿ-les-Roses (94240).A L'HAY-LES-ROSES sur un terrain de 520 m², MAISONS SESAME vous propose de réaliser cette...";"ventes";"maisons";"Pap";"Haÿ-les-Roses";"94240"
"1246000";"150.0";"";"3";"Saint-Cloud (92210).Sur un terrain privatif de 500 m² situé dans un secteur résidentiel paisible de...";"ventes";"maisons";"Pap";"Saint-Cloud";"92210"
"1612000";"220.0";"";"4";"Saint-Cloud (92210).Situé dans le quartier résidentiel Pasteur à Saint-Cloud, ce terrain...";"ventes";"maisons";"Pap";"Saint-Cloud";"92210"
"876000";"120.0";"";"3";"Saint-Cloud (92210).Projet de construction sur mesure livré clé en main dans quartier calme et...";"ventes";"maisons";"Pap";"Saint-Cloud";"92210"
"1092000";"120.0";"";"3";"Saint-Cloud (92210).Sur un terrain privatif de 500 m² desservi par une allée calme, profitez d’un...";"ventes";"maisons";"Pap";"Saint-Cloud";"92210"
"1330000";"150.0";"";"3";"Saint-Cloud (92210).Ce terrain privatif de 500 m² se situe dans une allée résidentielle de...";"ventes";"maisons";"Pap";"Saint-Cloud";"92210"
"1460000";"170.0";"";"5";"Saint-Cloud (92210).Sur un terrain privatif de 500 m², au calme d’une allée résidentielle de...";"ventes";"maisons";"Pap";"Saint-Cloud";"92210"
"1836900";"220.0";"";"4";"Saint-Cloud (92210).Rare sur secteur : dans le quartier privilégié Pasteur, projet de construction...";"ventes";"maisons";"Pap";"Saint-Cloud";"92210"
"733900";"90.0";"";"4";"Maisons-Alfort (94700).Maisons Pierre vous propose sur un terrain de 300m² à MAISONS ALFORT, un projet de construction...";"ventes";"maisons";"Pap";"Maisons-Alfort";"94700"
"730900";"103.0";"";"4";"Maisons-Alfort (94700).Opportunité rare à saisir sur un terrain de 300m² à MAISONS ALFORT, où il est possible de...";"ventes";"maisons";"Pap";"Maisons-Alfort";"94700"
"590000";"100.0";"";"3";"Maisons-Alfort (94700).Le modèle Hermès de 100 m² est une maison contemporaine à étage pensée pour allier confort,...";"ventes";"maisons";"Pap";"Maisons-Alfort";"94700"
"768900";"132.0";"";"4";"Maisons-Alfort (94700).Situé dans un quartier résidentiel calme et recherché de MAISONS ALFORT, ce terrain de 300m² est...";"ventes";"maisons";"Pap";"Maisons-Alfort";"94700"
"642900";"90.0";"";"4";"Maisons-Alfort (94700).Maisons Pierre vous propose sur un terrain de 300m² à MAISONS ALFORT, un projet de construction...";"ventes";"maisons";"Pap";"Maisons-Alfort";"94700"
"330000";"127.0";"";"4";"Chevilly-Larue (94550).A CHEVILLY-LARUE sur un terrain de 292 m², LES MAISONS LELIÈVRE vous propose de réaliser cette...";"ventes";"maisons";"Pap";"Chevilly-Larue";"94550"
"434522";"97.0";"";"3";"Chevilly-Larue (94550).A CHEVILLY-LARUE sur un terrain de 295 m², MAISONS SESAME vous propose de réaliser cette maison...";"ventes";"maisons";"Pap";"Chevilly-Larue";"94550"
"330000";"127.0";"";"4";"Chevilly-Larue (94550).A CHEVILLY-LARUE sur un terrain de 292 m², LES MAISONS LELIÈVRE vous propose de réaliser cette...";"ventes";"maisons";"Pap";"Chevilly-Larue";"94550"
"269890";"106.0";"";"4";"Noisy-le-Sec (93130).A NOISY-LE-SEC sur un terrain de 440 m², LES MAISONS LELIÈVRE vous propose de réaliser cette maison...";"ventes";"maisons";"Pap";"Noisy-le-Sec";"93130"
"370000";"110.0";"";"4";"Bobigny (93000).RETOUR DU PTZ SUR TOUS NOS PROJET ET  BOOSTEZ VOTRE BUDGET ENTRE 50  A 80 MILLE EUROS...";"ventes";"maisons";"Pap";"Bobigny";"93000"
"703900";"90.0";"";"4";"Le Plessis-Robinson (92350).Maisons Pierre vous propose sur un terrain de 330m² à LE PLESSIS ROBINSON, un projet de...";"ventes";"maisons";"Pap";"Plessis-Robinson";"92350"
"690000";"130.0";"";"3";"Fontenay-sous-Bois (94120).Maison neuve au style parisien avec toiture mansardée.  Au rez-de-chaussée,  salon lumineux avec...";"ventes";"maisons";"Pap";"Fontenay-sous-Bois";"94120"
"360900";"91.0";"";"3";"Thiais (94320).Cette maison à combles aménagés d'une surface habitable de 91 m² est construite sur vide sanitaire.";"ventes";"maisons";"Pap";"Thiais";"94320"
"353900";"90.0";"";"4";"Thiais (94320).ECLAT est une maison à étage d'une surface totale de 90 m2. Elle est construite sur vide sanitaire...";"ventes";"maisons";"Pap";"Thiais";"94320"
"368900";"93.0";"";"3";"Thiais (94320).Cette maison à étage d'une surface habitable de 93 m² est construite sur vide sanitaire. Elle...";"ventes";"maisons";"Pap";"Thiais";"94320"
"380000";"113.0";"";"4";"Rosny-sous-Bois (93110).GARE RER E SUR PLACE RETOUR DU PTZ SUR TOUS NOS PROJET ET  BOOSTEZ VOTRE BUDGET ENTRE 50  A 80...";"ventes";"maisons";"Pap";"Rosny-sous-Bois";"93110"
"369900";"118.0";"";"4";"Rosny-sous-Bois (93110).Devenez propriétaire d'une maison  de 117,55m² disposant de 4 chambres à ROSNY SOUS BOIS sur un...";"ventes";"maisons";"Pap";"Rosny-sous-Bois";"93110"
"382900";"132.0";"";"5";"Rosny-sous-Bois (93110).Maisons Pierre vous propose sur un terrain de 290m² à ROSNY SOUS BOIS, un projet de construction...";"ventes";"maisons";"Pap";"Rosny-sous-Bois";"93110"
"308900";"93.0";"";"3";"Rosny-sous-Bois (93110).Devenez propriétaire d'une maison  de 92,89m² disposant de 3 chambres à ROSNY SOUS BOIS sur un...";"ventes";"maisons";"Pap";"Rosny-sous-Bois";"93110"
"363000";"130.0";"";"4";"Rosny-sous-Bois (93110).A ROSNY-SOUS-BOIS sur un terrain de 230 m², MAISONS SESAME vous propose de réaliser cette maison...";"ventes";"maisons";"Pap";"Rosny-sous-Bois";"93110"
"317900";"78.0";"";"3";"Rosny-sous-Bois (93110).Votre projet de vie personnalisée à ROSNY SOUS BOIS ! Découvrez ce terrain à bâtir d'une surface de...";"ventes";"maisons";"Pap";"Rosny-sous-Bois";"93110"
"324900";"69.0";"";"3";"Rosny-sous-Bois (93110).Sur un terrain de 400m² à ROSNY SOUS BOIS, découvrez VOTRE FUTURE MAISON  de 69,49m² proposant 3...";"ventes";"maisons";"Pap";"Rosny-sous-Bois";"93110"
"490000";"136.0";"";"4";"Fresnes (94260).Renseignements : Antoine TANIOS O6.2O.94.86.76  Réalisez votre projet de construction sur un...";"ventes";"maisons";"Pap";"Fresnes";"94260"
"388400";"104.0";"";"4";"Fresnes (94260).A FRESNES sur un terrain de 194 m², LES MAISONS LELIÈVRE vous propose de réaliser cette maison...";"ventes";"maisons";"Pap";"Fresnes";"94260"
"351900";"104.0";"";"3";"Créteil (94000).Votre projet de vie personnalisée à CRETEIL ! Découvrez ce terrain à bâtir d'une surface de 300m²...";"ventes";"maisons";"Pap";"Créteil";"94000"
"374900";"104.0";"";"4";"Créteil (94000).Maisons Pierre vous propose sur un terrain de 400m² à CRETEIL, un projet de construction d'une...";"ventes";"maisons";"Pap";"Créteil";"94000"
"403900";"90.0";"";"4";"Créteil (94000).ECLAT est une maison à étage d'une surface totale de 90 m2. Elle est construite sur vide sanitaire...";"ventes";"maisons";"Pap";"Créteil";"94000"
"388900";"103.0";"";"4";"Créteil (94000).Sur un terrain de 400m² à CRETEIL, découvrez VOTRE FUTURE MAISON  de 102,8m² proposant 4 chambres. ...";"ventes";"maisons";"Pap";"Créteil";"94000"
"401900";"132.0";"";"5";"Créteil (94000).Votre projet de vie personnalisée à CRETEIL ! Découvrez ce terrain à bâtir d'une surface de 400m²...";"ventes";"maisons";"Pap";"Créteil";"94000"
"341900";"106.0";"";"4";"Drancy (93700).Situé dans un quartier résidentiel calme et recherché de DRANCY, ce terrain de 298m² est idéal pour...";"ventes";"maisons";"Pap";"Drancy";"93700"
"353900";"87.0";"";"3";"Drancy (93700).Votre projet de vie personnalisée à DRANCY ! Découvrez ce terrain à bâtir d'une surface de 298m² et...";"ventes";"maisons";"Pap";"Drancy";"93700"
"400900";"126.0";"";"4";"Drancy (93700).Votre FUTURE MAISON sur un terrain de 298m² à DRANCY comprend une maison  de 125,83m² disposant de...";"ventes";"maisons";"Pap";"Drancy";"93700"
"364900";"101.0";"";"3";"Drancy (93700).Sur un terrain de 298m² à DRANCY, découvrez VOTRE FUTURE MAISON  de 101,49m² proposant 3 chambres. ...";"ventes";"maisons";"Pap";"Drancy";"93700"
"317900";"91.0";"";"4";"Drancy (93700).Votre FUTURE MAISON sur un terrain de 298m² à DRANCY comprend une maison  de 90,5m² disposant de 4...";"ventes";"maisons";"Pap";"Drancy";"93700"
"307900";"78.0";"";"3";"Drancy (93700).Votre FUTURE MAISON sur un terrain de 298m² à DRANCY comprend une maison  de 77,72m² disposant de 3...";"ventes";"maisons";"Pap";"Drancy";"93700"
"346900";"110.0";"";"3";"Drancy (93700).Découvrez ce terrain situé à DRANCY, dans un cadre calme et verdoyant proposant une surface de...";"ventes";"maisons";"Pap";"Drancy";"93700"
"1240000";"180.0";"";"5";"Garches (92380).Le Pavillon Français construit des maisons sur-mesure alliant design, caractère et qualité depuis...";"ventes";"maisons";"Pap";"Garches";"92380"
"1090000";"150.0";"";"4";"Garches (92380).Le Pavillon Français construit des maisons sur-mesure alliant design, caractère et qualité depuis...";"ventes";"maisons";"Pap";"Garches";"92380"
"850000";"140.0";"";"4";"Garches (92380).Depuis plus de 30 ans, Le Pavillon Français conçoit des projets uniques, élégants et personnalisés.";"ventes";"maisons";"Pap";"Garches";"92380"
"940000";"150.0";"";"4";"Garches (92380).Depuis plus de 30 ans, Le Pavillon Français conçoit des projets uniques, élégants et personnalisés.";"ventes";"maisons";"Pap";"Garches";"92380"
